Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;Industry;Summary Quote
FAD;First Trust Multi Cap Growth AlphaDEX Fund;55.36;91344110.72000001;;;;;http://www.nasdaq.com/symbol/fad
LIVE;Live Ventures Incorporated;14.6;30015789.599999998;;;Technology;EDP Services;http://www.nasdaq.com/symbol/live
BASI;Bioanalytical Systems, Inc.;1.4089;11422906.125300001;;1997;Health Care;Biotechnology: Commercial Physical & Biological Resarch;http://www.nasdaq.com/symbol/basi
IDXX;IDEXX Laboratories, Inc.;153.74;13529922676.54;;1991;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;http://www.nasdaq.com/symbol/idxx
NEON;Neonode Inc.;1.57;76685869.71;;;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/neon
OXLC;Oxford Lane Capital Corp.;10.67;210821231.72;;2011;;;http://www.nasdaq.com/symbol/oxlc
PTX;Pernix Therapeutics Holdings, Inc.;3.969999999999999;37714253.64;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ptx
TRS;TriMas Corporation;20.7;942269982.3000001;;2007;Capital Goods;Industrial Specialties;http://www.nasdaq.com/symbol/trs
DGRW;WisdomTree U.S. Quality Dividend Growth Fund;35.43;1268394000.0;;;;;http://www.nasdaq.com/symbol/dgrw
ACFC;Atlantic Coast Financial Corporation;7.68;119452485.11999999;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/acfc
RFEM;First Trust RiverFront Dynamic Emerging Markets ETF;60.88;24352121.759999998;;;;;http://www.nasdaq.com/symbol/rfem
KFRC;Kforce, Inc.;23.6;632720059.1999999;;1995;Technology;Professional Services;http://www.nasdaq.com/symbol/kfrc
LTXB;LegacyTexas Financial Group, Inc.;38.92;1863742502.16;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/ltxb
WKHS;Workhorse Group, Inc.;2.1;75509063.7;;;Capital Goods;Auto Manufacturing;http://www.nasdaq.com/symbol/wkhs
OSIS;OSI Systems, Inc.;71.61;1338546007.26;;1997;Technology;Semiconductors;http://www.nasdaq.com/symbol/osis
RDIB;Reading International Inc;18.0717;406298892.77849996;;;Consumer Services;Movies/Entertainment;http://www.nasdaq.com/symbol/rdib
AGEN;Agenus Inc.;3.88;381514797.28000003;;2000;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/agen
NYNY;Empire Resorts, Inc.;23.5;732900304.5;;;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/nyny
INFR;Legg Mason Global Infrastructure ETF;26.92;0.0;;;;;http://www.nasdaq.com/symbol/infr
SENEB;Seneca Foods Corp.;39.5;385480539.5;;;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/seneb
LLIT;Lianluo Smart Limited;1.57;10710365.73;;;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/llit
RWLK;ReWalk Robotics Ltd;1.9500000000000002;31884467.55;;2014;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/rwlk
SRUN;Silver Run Acquisition Corporation II;;0.0;;;;;http://www.nasdaq.com/symbol/srun
BMCH;BMC Stock Holdings, Inc.;22.15;1476881506.9;;2013;Consumer Services;RETAIL: Building Materials;http://www.nasdaq.com/symbol/bmch
FFIN;First Financial Bankshares, Inc.;38.95;2575592976.9;;;Finance;Major Banks;http://www.nasdaq.com/symbol/ffin
FPXI;First Trust International IPO ETF;28.7;1435057.4;;;;;http://www.nasdaq.com/symbol/fpxi
FSBW;FS Bancorp, Inc.;36.1;110656102.60000001;;2012;Finance;Banks;http://www.nasdaq.com/symbol/fsbw
OSUR;OraSure Technologies, Inc.;12.13;699363810.8199999;;;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/osur
VGSH;Vanguard Short-Term Government ETF;60.75;1391024097.0;;;;;http://www.nasdaq.com/symbol/vgsh
GDEN;Golden Entertainment, Inc.;13.05;290349084.6;;;Consumer Services;Services-Misc. Amusement & Recreation;http://www.nasdaq.com/symbol/gden
HWKN;Hawkins, Inc.;47.85;508767804.59999996;;;Consumer Durables;Specialty Chemicals;http://www.nasdaq.com/symbol/hwkn
CID;VictoryShares International High Div Volatility Wtd ETF;33.16;0.0;;;;;http://www.nasdaq.com/symbol/cid
RDVY;First Trust Rising Dividend Achievers ETF;26.13;135876052.26;;;;;http://www.nasdaq.com/symbol/rdvy
HYXE;iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF;51.322;10264400.0;;;;;http://www.nasdaq.com/symbol/hyxe
BVXVW;BiondVax Pharmaceuticals Ltd.;0.8885000000000001;0.0;;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/bvxvw
XIV;VelocityShares Daily Inverse VIX Short Term ETN;69.16;596081948.28;;;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/xiv
MBII;Marrone Bio Innovations, Inc.;2.0;49316604.0;;2013;Basic Industries;Agricultural Chemicals;http://www.nasdaq.com/symbol/mbii
ACOR;Acorda Therapeutics, Inc.;25.4;1178759390.0;;2006;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/acor
ALDR;Alder BioPharmaceuticals, Inc.;21.35;1076236847.0;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/aldr
ANAB;AnaptysBio, Inc.;27.74;559619547.6;;2017;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/anab
WIX;Wix.com Ltd.;66.65;2687653451.9500003;;2013;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/wix
TLGT;Teligent, Inc.;7.25;385891269.5;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/tlgt
GSM;Ferroglobe PLC;9.82;1687450662.4599998;;;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/gsm
PFIS;Peoples Financial Services Corp.;39.66;293251711.38;;;Finance;Major Banks;http://www.nasdaq.com/symbol/pfis
BOJA;"Bojangles&#39;, Inc.";19.7;720285367.3;;2015;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/boja
KFFB;Kentucky First Federal Bancorp;9.65;81865784.65;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/kffb
AWRE;Aware, Inc.;4.7;104440222.8;;1996;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/awre
CNTF;China TechFaith Wireless Communication Technology Limited;1.859999999999999;13501715.82;7258987;2005;;;http://www.nasdaq.com/symbol/cntf
DWLD;Davis Select Worldwide ETF;20.7968;0.0;;;;;http://www.nasdaq.com/symbol/dwld
HAYN;Haynes International, Inc.;36.01;450496155.07;;2007;Capital Goods;Steel/Iron Ore;http://www.nasdaq.com/symbol/hayn
IDSA;Industrial Services of America, Inc.;1.6800000000000002;13553045.52;;;Consumer Durables;Industrial Specialties;http://www.nasdaq.com/symbol/idsa
ISM;Navient Corporation;25.422;0.0;;;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/ism
QBAK;Qualstar Corporation;6.15;12558416.85;;2000;Technology;Electronic Components;http://www.nasdaq.com/symbol/qbak
XENE;Xenon Pharmaceuticals Inc.;4.65;83402316.3;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/xene
RXIIW;RXi Pharmaceuticals Corporation;0.18;0.0;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/rxiiw
GSHT;Gores Holdings II, Inc.;10.0;0.0;;2017;Finance;Business Services;http://www.nasdaq.com/symbol/gsht
MEMP;Memorial Production Partners LP;0.123;10307996.304;;2011;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/memp
MPVD;Mountain Province Diamonds Inc.;3.9;623293448.6999999;;;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/mpvd
RAND;Rand Capital Corporation;3.03;19155623.64;;;;;http://www.nasdaq.com/symbol/rand
WCST;Wecast Network, Inc.;2.16;92265821.28;;;Consumer Services;Television Services;http://www.nasdaq.com/symbol/wcst
HTBX;Heat Biologics, Inc.;0.866;22960659.824;;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/htbx
ACHC;Acadia Healthcare Company, Inc.;41.93;3671098296.3199997;;;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/achc
ATAI;ATA Inc.;3.9532;50382276.8824;12744682;2008;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/atai
NEWS;NewStar Financial, Inc.;10.75;458763205.25;;2006;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/news
OTIV;On Track Innovations Ltd;1.65;67553270.4;;;Technology;Semiconductors;http://www.nasdaq.com/symbol/otiv
UHAL;Amerco;373.7;7327430375.599999;;;Consumer Services;Rental/Leasing Companies;http://www.nasdaq.com/symbol/uhal
AFH;Atlas Financial Holdings, Inc.;13.45;161812955.35;;2013;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/afh
EXLS;ExlService Holdings, Inc.;46.31;1565099011.8500001;;2006;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/exls
FPA;First Trust Asia Pacific Ex-Japan AlphaDEX Fund;31.08;38850062.16;;;;;http://www.nasdaq.com/symbol/fpa
FEP;First Trust Europe AlphaDEX Fund;31.87;278862563.74;;;;;http://www.nasdaq.com/symbol/fep
HMHC;Houghton Mifflin Harcourt Company;9.45;1163131042.5;;2013;Consumer Services;Books;http://www.nasdaq.com/symbol/hmhc
FCA;First Trust China AlphaDEX Fund;23.044;4608846.088;;;;;http://www.nasdaq.com/symbol/fca
AKBA;Akebia Therapeutics, Inc.;9.11;353737318.93;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/akba
BSTG;Biostage, Inc.;0.339;12582517.229999999;;;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/bstg
KTOS;Kratos Defense & Security Solutions, Inc.;8.01;692351094.4200001;;;Capital Goods;Military/Government/Technical;http://www.nasdaq.com/symbol/ktos
MINDP;Mitcham Industries, Inc.;23.4;0.0;;;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/mindp
PDFS;PDF Solutions, Inc.;22.41;718283056.59;;2001;Technology;EDP Services;http://www.nasdaq.com/symbol/pdfs
ARTW;"Art&#39;s-Way Manufacturing Co., Inc.";3.5;14381682.0;;;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/artw
SUMR;Summer Infant, Inc.;1.88;34792439.96;;;Consumer Durables;Miscellaneous manufacturing industries;http://www.nasdaq.com/symbol/sumr
TLF;Tandy Leather Factory, Inc.;8.0;74131968.0;;;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/tlf
ESES;Eco-Stim Energy Solutions, Inc.;1.11;16680903.51;;;Energy;Oilfield Services/Equipment;http://www.nasdaq.com/symbol/eses
KGJI;Kingold Jewelry Inc.;1.18;77902263.06;;;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/kgji
ORLY;"O&#39;Reilly Automotive, Inc.";271.76;24904002969.68;;1993;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/orly
BSRR;Sierra Bancorp;26.3;363249524.7;;;Finance;Major Banks;http://www.nasdaq.com/symbol/bsrr
DRIOW;DarioHealth Corp.;0.8599;0.0;;;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/driow
SMTX;SMTC Corporation;1.359999999999999;22751733.76;;2000;Technology;Electrical Products;http://www.nasdaq.com/symbol/smtx
APOPW;Cellect Biotechnology Ltd.;1.05;0.0;;2016;;;http://www.nasdaq.com/symbol/apopw
CETX;Cemtrex Inc.;3.31;33313111.04;;;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/cetx
MTSC;MTS Systems Corporation;53.7;895447070.4;;;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mtsc
PLYA;Playa Hotels & Resorts N.V.;10.2;573750000.0;;;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/plya
RCMT;RCM Technologies, Inc.;4.85;57896952.6;;;Technology;Professional Services;http://www.nasdaq.com/symbol/rcmt
FOMX;Foamix Pharmaceuticals Ltd.;9.1;338419708.90000004;;2014;Consumer Durables;Specialty Chemicals;http://www.nasdaq.com/symbol/fomx
HBANN;Huntington Bancshares Incorporated;25.2059;0.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/hbann
BATRK;Liberty Media Corporation;22.37;1106184599.1599998;;;Consumer Services;Broadcasting;http://www.nasdaq.com/symbol/batrk
MBUU;Malibu Boats, Inc.;21.58;384798936.08;;2014;Capital Goods;Marine Transportation;http://www.nasdaq.com/symbol/mbuu
STLY;Stanley Furniture Company, Inc.;0.79;11637335.950000001;;;Consumer Durables;Home Furnishings;http://www.nasdaq.com/symbol/stly
AGII;Argo Group International Holdings, Ltd.;65.55;1967747940.9;;;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/agii
CAVM;Cavium, Inc.;71.2;4829568695.2;;2007;Technology;Semiconductors;http://www.nasdaq.com/symbol/cavm
LYTS;LSI Industries Inc.;9.71;243295352.44000003;;1985;Consumer Durables;Building Products;http://www.nasdaq.com/symbol/lyts
MAGS;Magal Security Systems Ltd.;7.35;120939560.7;;1993;Consumer Durables;Telecommunications Equipment;http://www.nasdaq.com/symbol/mags
SCON;Superconductor Technologies Inc.;1.29;4805155.83;;1993;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/scon
UBOH;United Bancshares, Inc.;20.504;66987552.191999994;;;Finance;Major Banks;http://www.nasdaq.com/symbol/uboh
PTF;PowerShares DWA Technology Momenum Portfolio;44.2201;134871305.0;;;;;http://www.nasdaq.com/symbol/ptf
ESPR;Esperion Therapeutics, Inc.;38.94;878332119.7199999;;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/espr
ACCP;Accelerated Pharma, Inc.;;0.0;;;;;http://www.nasdaq.com/symbol/accp
RKDA;Arcadia Biosciences, Inc.;0.7000000000000001;31156096.299999997;;2015;Basic Industries;Agricultural Chemicals;http://www.nasdaq.com/symbol/rkda
ARRS;ARRIS International plc;26.62;5063854532.66;;;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/arrs
NETE;Net Element, Inc.;0.9192;15286422.8496;;;Technology;EDP Services;http://www.nasdaq.com/symbol/nete
MLVF;Malvern Bancorp, Inc.;21.5;141043483.0;;;Finance;Banks;http://www.nasdaq.com/symbol/mlvf
SRCL;Stericycle, Inc.;82.05;6994529149.8;;1996;Basic Industries;Environmental Services;http://www.nasdaq.com/symbol/srcl
ALLT;Allot Communications Ltd.;4.76;159199075.84;;2006;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/allt
VRML;Vermillion, Inc.;2.14;120001820.38;;;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;http://www.nasdaq.com/symbol/vrml
WAYN;Wayne Savings Bancshares Inc.;18.0903;50324302.0617;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/wayn
IDTI;Integrated Device Technology, Inc.;23.59;3147368080.9199996;;1984;Technology;Semiconductors;http://www.nasdaq.com/symbol/idti
OLLI;"Ollie&#39;s Bargain Outlet Holdings, Inc.";32.45;1966810303.1499999;;2015;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/olli
NCTY;The9 Limited;1.05;19920106.5;18971530;2004;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/ncty
BVXV;BiondVax Pharmaceuticals Ltd.;5.1914;6370610.9358;1227147;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/bvxv
CFFI;C&F Financial Corporation;44.65;155617618.05;;;Finance;Major Banks;http://www.nasdaq.com/symbol/cffi
INGN;Inogen, Inc;76.91;1574742248.3;;2014;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/ingn
KLAC;KLA-Tencor Corporation;95.72;15002130510.4;;1980;Capital Goods;Electronic Components;http://www.nasdaq.com/symbol/klac
PFLT;PennantPark Floating Rate Capital Ltd.;13.68;365667412.32;;;;;http://www.nasdaq.com/symbol/pflt
COST;Costco Wholesale Corporation;166.02;72873020680.32;;;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/cost
LANC;Lancaster Colony Corporation;129.24;3545200275.12;;;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/lanc
LECO;Lincoln Electric Holdings, Inc.;85.56;5626614345.360001;;;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/leco
PTXP;PennTex Midstream Partners, LP;16.54;673413794.24;;2015;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/ptxp
RNWK;RealNetworks, Inc.;4.54;168061374.96;;1997;Technology;EDP Services;http://www.nasdaq.com/symbol/rnwk
ECOL;US Ecology, Inc.;46.85;1021279261.4499999;;;Public Utilities;Environmental Services;http://www.nasdaq.com/symbol/ecol
CTG;Computer Task Group, Incorporated;6.02;94483087.30000001;;;Technology;EDP Services;http://www.nasdaq.com/symbol/ctg
TUSK;Mammoth Energy Services, Inc.;19.47;730125000.0;;2016;Energy;Oilfield Services/Equipment;http://www.nasdaq.com/symbol/tusk
CACQ;Caesars Acquisition Company;14.55;2019474525.0000002;;;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/cacq
CART;Carolina Trust BancShares, Inc.;8.1;37669519.8;;;Finance;Major Banks;http://www.nasdaq.com/symbol/cart
TTEC;TeleTech Holdings, Inc.;29.9;1372200729.9;;1996;Technology;Professional Services;http://www.nasdaq.com/symbol/ttec
DWAS;PowerShares DWA SmallCap Momentum Portfolio;39.85;193272500.0;;;;;http://www.nasdaq.com/symbol/dwas
QPACW;Quinpario Acquisition Corp. 2;0.45;0.0;;2015;Finance;Business Services;http://www.nasdaq.com/symbol/qpacw
EBAYL;eBay Inc.;26.57;0.0;;;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/ebayl
IVFVC;Ivy NextShares;99.99;0.0;;;;;http://www.nasdaq.com/symbol/ivfvc
SCWX;SecureWorks Corp.;11.56;932558482.4399999;;2016;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/scwx
PEGI;Pattern Energy Group Inc.;20.41;1786298589.1399999;;2013;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/pegi
RBPAA;Royal Bancshares of Pennsylvania, Inc.;3.87;117870052.86000001;;;Finance;Major Banks;http://www.nasdaq.com/symbol/rbpaa
TGA;Transglobe Energy Corp;1.5;108308053.50000001;;;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/tga
WNFM;Wayne Farms, Inc.;;0.0;;;;;http://www.nasdaq.com/symbol/wnfm
AAWW;Atlas Air Worldwide Holdings;51.45;1292763981.6000001;;;Transportation;Transportation Services;http://www.nasdaq.com/symbol/aaww
NDRM;NeuroDerm Ltd.;25.9;681873910.2;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ndrm
GNMK;GenMark Diagnostics, Inc.;13.4;630486106.8000001;;2010;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/gnmk
MORN;Morningstar, Inc.;78.09;3352419318.0;;2005;Finance;Investment Managers;http://www.nasdaq.com/symbol/morn
IPXL;Impax Laboratories, Inc.;9.25;682170433.75;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ipxl
LMRKP;Landmark Infrastructure Partners LP;25.4499;0.0;;;Consumer Services;Real Estate;http://www.nasdaq.com/symbol/lmrkp
PIO;PowerShares Global Water Portfolio;22.44;182886000.00000003;;;;;http://www.nasdaq.com/symbol/pio
PTCT;PTC Therapeutics, Inc.;8.52;294420868.79999995;;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ptct
PIH;1347 Property Insurance Holdings, Inc.;7.75;46164936.5;;2014;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/pih
CRVL;CorVel Corp.;40.65;777552468.3000001;;;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/crvl
SND;Smart Sand, Inc.;15.03;610062304.23;;2016;;;http://www.nasdaq.com/symbol/snd
FITS;The Health and Fitness ETF;25.95;2595025.95;;;;;http://www.nasdaq.com/symbol/fits
HIMX;Himax Technologies, Inc.;9.28;1001885773.1199999;107961829;2006;Technology;Semiconductors;http://www.nasdaq.com/symbol/himx
ISCA;International Speedway Corporation;35.6;1604823863.2;;1996;Consumer Services;Services-Misc. Amusement & Recreation;http://www.nasdaq.com/symbol/isca
LIVN;LivaNova PLC;50.42;2429142575.1000004;;;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/livn
MCHX;Marchex, Inc.;2.66;114647061.34;;2004;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/mchx
NTAP;NetApp, Inc.;40.88;11076490288.64;;1995;Technology;Electronic Components;http://www.nasdaq.com/symbol/ntap
CETV;Central European Media Enterprises Ltd.;3.0;430352762.99999994;;1994;Consumer Services;Broadcasting;http://www.nasdaq.com/symbol/cetv
DISCB;Discovery Communications, Inc.;28.8;11193300403.199999;;;Consumer Services;Television Services;http://www.nasdaq.com/symbol/discb
EDGE;Edge Therapeutics, Inc.;7.8100000000000005;226567076.89000002;;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/edge
VIIZ;VelocityShares VIX Medium Term ETN;9.7;1115500.0;;;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/viiz
HNRG;Hallador Energy Company;7.66;225302040.33999997;;;Energy;Coal Mining;http://www.nasdaq.com/symbol/hnrg
MAT;Mattel, Inc.;25.16;8615926062.72;;;Consumer Non-Durables;Recreational Products/Toys;http://www.nasdaq.com/symbol/mat
CCCR;China Commercial Credit, Inc.;1.02;16970432.58;;2013;Finance;Major Banks;http://www.nasdaq.com/symbol/cccr
CCFI;Community Choice Financial Inc.;;0.0;;;;;http://www.nasdaq.com/symbol/ccfi
VICL;Vical Incorporated;2.15;23851375.45;;1993;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/vicl
MHLD;Maiden Holdings, Ltd.;13.65;1177613741.85;;;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/mhld
SPWH;"Sportsman&#39;s Warehouse Holdings, Inc.";4.64;196017259.36;;2014;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/spwh
ATOM;Atomera Incorporated;6.96;83690965.44;;2016;Technology;Semiconductors;http://www.nasdaq.com/symbol/atom
SLVO;Credit Suisse Silver Shares Covered Call ETN;8.93;7590500.0;;;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/slvo
GILT;Gilat Satellite Networks Ltd.;5.23;232391111.80999997;;;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/gilt
HNNA;Hennessy Advisors, Inc.;16.41;126171583.40999998;;;Finance;Investment Managers;http://www.nasdaq.com/symbol/hnna
MYL;Mylan N.V.;40.96;21933956628.48;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/myl
ZEUS;Olympic Steel, Inc.;18.715;205188696.04500002;;1994;Basic Industries;Metal Fabrications;http://www.nasdaq.com/symbol/zeus
RMGN;RMG Networks Holding Corporation;0.75;33467961.75;;;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/rmgn
SHSP;SharpSpring, Inc.;4.45;37195213.75;;;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/shsp
SFNC;Simmons First National Corporation;54.5;1708502297.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/sfnc
SPWR;SunPower Corporation;6.07;841908508.33;;2005;Technology;Semiconductors;http://www.nasdaq.com/symbol/spwr
VALX;Validea Market Legends ETF;26.466;22492924.080000002;;;;;http://www.nasdaq.com/symbol/valx
JSYNW;Jensyn Acquistion Corp.;0.27990000000000004;0.0;;2016;Finance;Business Services;http://www.nasdaq.com/symbol/jsynw
NVMI;Nova Measuring Instruments Ltd.;16.81;462117641.59;;2000;Capital Goods;Electronic Components;http://www.nasdaq.com/symbol/nvmi
PLKI;Popeyes Louisiana Kitchen, Inc.;78.98;1637093096.1000001;;;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/plki
RTK;Rentech, Inc.;0.4701;10902325.0902;;1991;Basic Industries;Agricultural Chemicals;http://www.nasdaq.com/symbol/rtk
AMOV;America Movil, S.A.B. de C.V.;14.02;45960364000.0;;;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/amov
ADRE;BLDRS Emerging Markets 50 ADR Index Fund;36.61;133626500.0;;;;;http://www.nasdaq.com/symbol/adre
WSFS;WSFS Financial Corporation;44.8;1406443494.3999999;;;Finance;Major Banks;http://www.nasdaq.com/symbol/wsfs
ELON;Echelon Corporation;6.203;27503915.91;;1998;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/elon
EQFN;Equitable Financial Corp.;10.25;34754695.5;;2015;Finance;Savings Institutions;http://www.nasdaq.com/symbol/eqfn
FTA;First Trust Large Cap Value AlphaDEX Fund;48.56;980912097.12;;;;;http://www.nasdaq.com/symbol/fta
SIRI;Sirius XM Holdings Inc.;5.1;24047317881.899998;;;Consumer Services;Broadcasting;http://www.nasdaq.com/symbol/siri
TUES;Tuesday Morning Corp.;3.3;148705111.5;;1999;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/tues
APTI;Apptio, Inc.;11.79;452551073.85;;2016;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/apti
EPIX;ESSA Pharma Inc.;2.95;85835822.55;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/epix
CALL;magicJack VocalTec Ltd;8.6;138035908.2;;;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/call
SGLBW;Sigma Labs, Inc.;1.04;0.0;;;Consumer Durables;Miscellaneous manufacturing industries;http://www.nasdaq.com/symbol/sglbw
Z;Zillow Group, Inc.;33.71;6159742575.47;;;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/z
LKOR;FlexShares Credit-Scored US Long Corporate Bond Index Fund;50.23;12557550.23;;;;;http://www.nasdaq.com/symbol/lkor
HUNT;Hunter Maritime Acquisition Corp.;9.75;188296875.0;;2017;Finance;Business Services;http://www.nasdaq.com/symbol/hunt
AHPA;Avista Healthcare Public Acquisition Corp.;9.88;381615000.0;;2016;Finance;Business Services;http://www.nasdaq.com/symbol/ahpa
EPAY;Bottomline Technologies, Inc.;23.92;970175513.8399999;;1999;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/epay
SIFY;Sify Technologies Limited;0.915;22964006.625;25097275;;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/sify
VCSH;Vanguard Short-Term Corporate Bond ETF;79.67;17916534172.75;;;;;http://www.nasdaq.com/symbol/vcsh
FLAT;iPath US Treasury Flattener ETN;59.23;3329436.76;;;Finance;Commercial Banks;http://www.nasdaq.com/symbol/flat
LIFE;aTyr Pharma, Inc.;3.55;84305740.8;;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/life
AEZS;AEterna Zentaris Inc.;2.9;38455241.199999996;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/aezs
AMNB;American National Bankshares, Inc.;35.7;308403160.8;;;Finance;Major Banks;http://www.nasdaq.com/symbol/amnb
CTSH;Cognizant Technology Solutions Corporation;58.62;35678309322.66;;1998;Technology;EDP Services;http://www.nasdaq.com/symbol/ctsh
ASET;FlexShares Real Assets Allocation Index Fund;26.418;2641826.418;;;;;http://www.nasdaq.com/symbol/aset
